Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
Q15466	reviewed	Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner)	NR0B2 SHP	NR0B2	SHP	Homo sapiens (Human)	9606	257
Q96RI1	reviewed	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)	NR1H4 BAR FXR HRR1 RIP14	NR1H4	BAR FXR HRR1 RIP14	Homo sapiens (Human)	9606	486
Q9Y5X4	reviewed	Photoreceptor-specific nuclear receptor (Nuclear receptor subfamily 2 group E member 3) (Retina-specific nuclear receptor)	NR2E3 PNR RNR	NR2E3	PNR RNR	Homo sapiens (Human)	9606	410
P10589	reviewed	COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3)	NR2F1 EAR3 ERBAL3 TFCOUP1	NR2F1	EAR3 ERBAL3 TFCOUP1	Homo sapiens (Human)	9606	423
P24468	reviewed	COUP transcription factor 2 (COUP-TF2) (Apolipoprotein A-I regulatory protein 1) (ARP-1) (COUP transcription factor II) (COUP-TF II) (Nuclear receptor subfamily 2 group F member 2)	NR2F2 ARP1 TFCOUP2	NR2F2	ARP1 TFCOUP2	Homo sapiens (Human)	9606	414
P04150	reviewed	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	NR3C1	GRL	Homo sapiens (Human)	9606	777
P08235	reviewed	Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2)	NR3C2 MCR MLR	NR3C2	MCR MLR	Homo sapiens (Human)	9606	984
Q92570	reviewed	Nuclear receptor subfamily 4 group A member 3 (Mitogen-induced nuclear orphan receptor) (Neuron-derived orphan receptor 1) (Nuclear hormone receptor NOR-1)	NR4A3 CHN CSMF MINOR NOR1 TEC	NR4A3	CHN CSMF MINOR NOR1 TEC	Homo sapiens (Human)	9606	626
Q13285	reviewed	Steroidogenic factor 1 (SF-1) (STF-1) (hSF-1) (Adrenal 4-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP)	NR5A1 AD4BP FTZF1 SF1	NR5A1	AD4BP FTZF1 SF1	Homo sapiens (Human)	9606	461
P01111	reviewed	GTPase NRas (Transforming protein N-Ras)	NRAS HRAS1	NRAS	HRAS1	Homo sapiens (Human)	9606	189
Q02297	reviewed	Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]	NRG1 GGF HGL HRGA NDF SMDF	NRG1	GGF HGL HRGA NDF SMDF	Homo sapiens (Human)	9606	640
P54845	reviewed	Neural retina-specific leucine zipper protein (NRL)	NRL D14S46E	NRL	D14S46E	Homo sapiens (Human)	9606	237
Q99748	reviewed	Neurturin	NRTN	NRTN		Homo sapiens (Human)	9606	197
Q96L73	reviewed	Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (H4-K20-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)	NSD1 ARA267 KMT3B	NSD1	ARA267 KMT3B	Homo sapiens (Human)	9606	2696
O96028	reviewed	Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.43) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)	NSD2 KIAA1090 MMSET TRX5 WHSC1	NSD2	KIAA1090 MMSET TRX5 WHSC1	Homo sapiens (Human)	9606	1365
Q9BZ95	reviewed	Histone-lysine N-methyltransferase NSD3 (EC 2.1.1.43) (Nuclear SET domain-containing protein 3) (Protein whistle) (WHSC1-like 1 isoform 9 with methyltransferase activity to lysine) (Wolf-Hirschhorn syndrome candidate 1-like protein 1) (WHSC1-like protein 1)	NSD3 WHSC1L1 DC28	NSD3	WHSC1L1	Homo sapiens (Human)	9606	1437
Q15738	reviewed	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)	NSDHL H105E3	NSDHL	H105E3	Homo sapiens (Human)	9606	373
Q96MF7	reviewed	E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (hMMS21) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog)	NSMCE2 C8orf36 MMS21	NSMCE2	C8orf36 MMS21	Homo sapiens (Human)	9606	247
Q96MG7	reviewed	Non-structural maintenance of chromosomes element 3 homolog (Non-SMC element 3 homolog) (Hepatocellular carcinoma-associated protein 4) (MAGE-G1 antigen) (Melanoma-associated antigen G1) (Necdin-like protein 2)	NSMCE3 HCA4 MAGEG1 NDNL2	NSMCE3	HCA4 MAGEG1 NDNL2	Homo sapiens (Human)	9606	304
Q6X4W1	reviewed	NMDA receptor synaptonuclear signaling and neuronal migration factor (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor)	NSMF NELF	NSMF	NELF	Homo sapiens (Human)	9606	530
Q08J23	reviewed	tRNA (cytosine(34)-C(5))-methyltransferase (EC 2.1.1.203) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (tRNA (cytosine-5-)-methyltransferase) (tRNA methyltransferase 4 homolog) (hTrm4)	NSUN2 SAKI TRM4	NSUN2	SAKI TRM4	Homo sapiens (Human)	9606	767
Q9H649	reviewed	tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 3)	NSUN3 MSTP077 UG0651E06	NSUN3		Homo sapiens (Human)	9606	340
Q96P11	reviewed	Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein)	NSUN5 NSUN5A WBSCR20 WBSCR20A	NSUN5	NSUN5A WBSCR20 WBSCR20A	Homo sapiens (Human)	9606	429
P49902	reviewed	Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II)	NT5C2 NT5B NT5CP PNT5	NT5C2	NT5B NT5CP PNT5	Homo sapiens (Human)	9606	561
Q9H0P0	reviewed	Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36)	NT5C3A NT5C3 P5N1 UMPH1 HSPC233	NT5C3A	NT5C3 P5N1 UMPH1	Homo sapiens (Human)	9606	336
P21589	reviewed	5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (CD antigen CD73)	NT5E NT5 NTE	NT5E	NT5 NTE	Homo sapiens (Human)	9606	574
P34130	reviewed	Neurotrophin-4 (NT-4) (Neurotrophin-5) (NT-5) (Neutrophic factor 4)	NTF4 NTF5	NTF4	NTF5	Homo sapiens (Human)	9606	210
P78549	reviewed	Endonuclease III-like protein 1 (hNTH1) (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTHL1 NTH1 OCTS3	NTHL1	NTH1 OCTS3	Homo sapiens (Human)	9606	312
P04629	reviewed	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA)	NTRK1 MTC TRK TRKA	NTRK1	MTC TRK TRKA	Homo sapiens (Human)	9606	796
Q16620	reviewed	BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B)	NTRK2 TRKB	NTRK2	TRKB	Homo sapiens (Human)	9606	822
Q16288	reviewed	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	NTRK3 TRKC	NTRK3	TRKC	Homo sapiens (Human)	9606	839
Q8TB37	reviewed	Iron-sulfur protein NUBPL (IND1 homolog) (Nucleotide-binding protein-like) (huInd1)	NUBPL C14orf127	NUBPL	C14orf127	Homo sapiens (Human)	9606	319
P57740	reviewed	Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)	NUP107	NUP107		Homo sapiens (Human)	9606	925
O75694	reviewed	Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155)	NUP155 KIAA0791	NUP155	KIAA0791	Homo sapiens (Human)	9606	1391
Q5SRE5	reviewed	Nucleoporin NUP188 homolog (hNup188)	NUP188 KIAA0169	NUP188	KIAA0169	Homo sapiens (Human)	9606	1749
Q92621	reviewed	Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205)	NUP205 C7orf14 KIAA0225	NUP205	C7orf14 KIAA0225	Homo sapiens (Human)	9606	2012
P35658	reviewed	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	NUP214 CAIN CAN KIAA0023	NUP214	CAIN CAN KIAA0023	Homo sapiens (Human)	9606	2090
P37198	reviewed	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	NUP62	NUP62		Homo sapiens (Human)	9606	522
Q8N1F7	reviewed	Nuclear pore complex protein Nup93 (93 kDa nucleoporin) (Nucleoporin Nup93)	NUP93 KIAA0095	NUP93	KIAA0095	Homo sapiens (Human)	9606	819
P52948	reviewed	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]	NUP98 ADAR2	NUP98	ADAR2	Homo sapiens (Human)	9606	1817
Q96E22	reviewed	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Cis-prenyltransferase subunit NgBR) (Nogo-B receptor) (NgBR) (Nuclear undecaprenyl pyrophosphate synthase 1 homolog)	NUS1 C6orf68 NGBR	NUS1	C6orf68 NGBR	Homo sapiens (Human)	9606	293
Q86Y26	reviewed	NUT family member 1 (Nuclear protein in testis)	NUTM1 C15orf55 NUT	NUTM1	C15orf55 NUT	Homo sapiens (Human)	9606	1132
Q9H1B4	reviewed	Nuclear RNA export factor 5 (TAP-like protein 1) (TAPL-1)	NXF5 TAPL1	NXF5	TAPL1	Homo sapiens (Human)	9606	397
Q9GZU5	reviewed	Nyctalopin	NYX CLRP	NYX	CLRP	Homo sapiens (Human)	9606	481
P04181	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form]	OAT	OAT		Homo sapiens (Human)	9606	439
Q5VST9	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	OBSCN KIAA1556 KIAA1639	OBSCN	KIAA1556 KIAA1639	Homo sapiens (Human)	9606	7968
O75147	reviewed	Obscurin-like protein 1	OBSL1 KIAA0657	OBSL1	KIAA0657	Homo sapiens (Human)	9606	1896
Q04671	reviewed	P protein (Melanocyte-specific transporter protein) (Pink-eyed dilution protein homolog)	OCA2 D15S12 P	OCA2	D15S12 P	Homo sapiens (Human)	9606	838
Q16625	reviewed	Occludin	OCLN	OCLN		Homo sapiens (Human)	9606	522
Q01968	reviewed	Inositol polyphosphate 5-phosphatase OCRL-1 (EC 3.1.3.36) (Lowe oculocerebrorenal syndrome protein)	OCRL INPP5F OCRL1	OCRL	INPP5F OCRL1	Homo sapiens (Human)	9606	901
Q8IZS5	reviewed	Orofacial cleft 1 candidate gene 1 protein (Orofacial clefting chromosomal breakpoint region candidate 1 protein)	OFCC1 MRDS1	OFCC1	MRDS1	Homo sapiens (Human)	9606	231
O75665	reviewed	Oral-facial-digital syndrome 1 protein (Protein 71-7A)	OFD1 CXorf5	OFD1	CXorf5	Homo sapiens (Human)	9606	1012
O15527	reviewed	N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]	OGG1 MMH MUTM OGH1	OGG1	MMH MUTM OGH1	Homo sapiens (Human)	9606	345
O15294	reviewed	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit)	OGT	OGT		Homo sapiens (Human)	9606	1046
Q13516	reviewed	Oligodendrocyte transcription factor 2 (Oligo2) (Class B basic helix-loop-helix protein 1) (bHLHb1) (Class E basic helix-loop-helix protein 19) (bHLHe19) (Protein kinase C-binding protein 2) (Protein kinase C-binding protein RACK17)	OLIG2 BHLHB1 BHLHE19 PRKCBP2 RACK17	OLIG2	BHLHB1 BHLHE19 PRKCBP2 RACK17	Homo sapiens (Human)	9606	323
P78380	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 CLEC8A LOX1	OLR1	CLEC8A LOX1	Homo sapiens (Human)	9606	273
O60313	reviewed	Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]	OPA1 KIAA0567	OPA1	KIAA0567	Homo sapiens (Human)	9606	960
Q9H6K4	reviewed	Optic atrophy 3 protein	OPA3	OPA3		Homo sapiens (Human)	9606	179
Q14982	reviewed	Opioid-binding protein/cell adhesion molecule (OBCAM) (OPCML) (Opioid-binding cell adhesion molecule) (IgLON family member 1)	OPCML IGLON1 OBCAM	OPCML	IGLON1 OBCAM	Homo sapiens (Human)	9606	345
O60890	reviewed	Oligophrenin-1	OPHN1	OPHN1		Homo sapiens (Human)	9606	802
O14841	reviewed	5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)	OPLAH	OPLAH		Homo sapiens (Human)	9606	1288
P04000	reviewed	Long-wave-sensitive opsin 1 (Red cone photoreceptor pigment) (Red-sensitive opsin) (ROP)	OPN1LW RCP	OPN1LW	RCP	Homo sapiens (Human)	9606	364
P04001	reviewed	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP)	OPN1MW GCP	OPN1MW	GCP	Homo sapiens (Human)	9606	364
P03999	reviewed	Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP)	OPN1SW BCP	OPN1SW	BCP	Homo sapiens (Human)	9606	348
Q96CV9	reviewed	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	OPTN FIP2 GLC1E HIP7 HYPL NRP	OPTN	FIP2 GLC1E HIP7 HYPL NRP	Homo sapiens (Human)	9606	577
Q13415	reviewed	Origin recognition complex subunit 1 (Replication control protein 1)	ORC1 ORC1L PARC1	ORC1	ORC1L PARC1	Homo sapiens (Human)	9606	861
O43929	reviewed	Origin recognition complex subunit 4	ORC4 ORC4L	ORC4	ORC4L	Homo sapiens (Human)	9606	436
Q9Y5N6	reviewed	Origin recognition complex subunit 6	ORC6 ORC6L	ORC6	ORC6L	Homo sapiens (Human)	9606	252
Q8N138	reviewed	ORM1-like protein 3	ORMDL3	ORMDL3		Homo sapiens (Human)	9606	153
Q9H1P3	reviewed	Oxysterol-binding protein-related protein 2 (ORP-2) (OSBP-related protein 2)	OSBPL2 KIAA0772 ORP2	OSBPL2	KIAA0772 ORP2	Homo sapiens (Human)	9606	480
Q99650	reviewed	Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	OSMR OSMRB	OSMR	OSMRB	Homo sapiens (Human)	9606	979
Q86WC4	reviewed	Osteopetrosis-associated transmembrane protein 1 (Chloride channel 7 beta subunit)	OSTM1 GL HSPC019 UNQ6098/PRO21201	OSTM1	GL	Homo sapiens (Human)	9606	334
P00480	reviewed	Ornithine carbamoyltransferase, mitochondrial (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)	OTC	OTC		Homo sapiens (Human)	9606	354
Q7RTW8	reviewed	Otoancorin	OTOA	OTOA		Homo sapiens (Human)	9606	1153
Q9HC10	reviewed	Otoferlin (Fer-1-like protein 2)	OTOF FER1L2	OTOF	FER1L2	Homo sapiens (Human)	9606	1997
Q6ZRI0	reviewed	Otogelin	OTOG OTGN	OTOG	OTGN	Homo sapiens (Human)	9606	2925
Q3ZCN5	reviewed	Otogelin-like protein	OTOGL C12orf64	OTOGL	C12orf64	Homo sapiens (Human)	9606	2332
Q96BN8	reviewed	Ubiquitin thioesterase otulin (EC 3.4.19.12) (Deubiquitinating enzyme otulin) (OTU domain-containing deubiquitinase with linear linkage specificity) (Ubiquitin thioesterase Gumby)	OTULIN FAM105B	OTULIN	FAM105B	Homo sapiens (Human)	9606	352
P32243	reviewed	Homeobox protein OTX2 (Orthodenticle homolog 2)	OTX2	OTX2		Homo sapiens (Human)	9606	289
Q9BRP0	reviewed	Transcription factor Ovo-like 2 (hOvo2) (Zinc finger protein 339)	OVOL2 ZNF339	OVOL2	ZNF339	Homo sapiens (Human)	9606	275
P55809	reviewed	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s)	OXCT1 OXCT SCOT	OXCT1	OXCT SCOT	Homo sapiens (Human)	9606	520
Q9UBL9	reviewed	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)	P2RX2 P2X2	P2RX2	P2X2	Homo sapiens (Human)	9606	471
Q9H244	reviewed	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	P2RY12 HORK3	P2RY12	HORK3	Homo sapiens (Human)	9606	342
Q32P28	reviewed	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	P3H1 GROS1 LEPRE1 PSEC0109	P3H1	GROS1 LEPRE1	Homo sapiens (Human)	9606	736
Q8IVL5	reviewed	Prolyl 3-hydroxylase 2 (EC 1.14.11.7) (Leprecan-like protein 1) (Myxoid liposarcoma-associated protein 4)	P3H2 LEPREL1 MLAT4	P3H2	LEPREL1 MLAT4	Homo sapiens (Human)	9606	708
O15460	reviewed	Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)	P4HA2 UNQ290/PRO330	P4HA2		Homo sapiens (Human)	9606	535
P07237	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)	P4HB ERBA2L PDI PDIA1 PO4DB	P4HB	ERBA2L PDI PDIA1 PO4DB	Homo sapiens (Human)	9606	508
Q86U42	reviewed	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	PABPN1 PAB2 PABP2	PABPN1	PAB2 PABP2	Homo sapiens (Human)	9606	306
Q6VY07	reviewed	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	PACS1 KIAA1175	PACS1	KIAA1175	Homo sapiens (Human)	9606	963
Q9ULW8	reviewed	Protein-arginine deiminase type-3 (EC 3.5.3.15) (Peptidylarginine deiminase III) (Protein-arginine deiminase type III)	PADI3 PAD3 PDI3	PADI3	PAD3 PDI3	Homo sapiens (Human)	9606	664
Q9UM07	reviewed	Protein-arginine deiminase type-4 (EC 3.5.3.15) (HL-60 PAD) (Peptidylarginine deiminase IV) (Protein-arginine deiminase type IV)	PADI4 PAD4 PADI5 PDI5	PADI4	PAD4 PADI5 PDI5	Homo sapiens (Human)	9606	663
Q6TGC4	reviewed	Protein-arginine deiminase type-6 (EC 3.5.3.15) (Peptidyl arginine deiminase-like protein) (Peptidylarginine deiminase VI) (hPADVI) (Protein-arginine deiminase type VI)	PADI6 PAD6	PADI6	PAD6	Homo sapiens (Human)	9606	694
P43034	reviewed	Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	PAFAH1B1 LIS1 MDCR MDS PAFAHA	PAFAH1B1	LIS1 MDCR MDS PAFAHA	Homo sapiens (Human)	9606	410
P00439	reviewed	Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase)	PAH	PAH		Homo sapiens (Human)	9606	452
O75914	reviewed	Serine/threonine-protein kinase PAK 3 (EC 2.7.11.1) (Beta-PAK) (Oligophrenin-3) (p21-activated kinase 3) (PAK-3)	PAK3 OPHN3	PAK3	OPHN3	Homo sapiens (Human)	9606	559
Q86YC2	reviewed	Partner and localizer of BRCA2	PALB2 FANCN	PALB2	FANCN	Homo sapiens (Human)	9606	1186
Q8WX93	reviewed	Palladin (SIH002) (Sarcoma antigen NY-SAR-77)	PALLD KIAA0992 CGI-151	PALLD	KIAA0992	Homo sapiens (Human)	9606	1383
Q9Y3D7	reviewed	Mitochondrial import inner membrane translocase subunit TIM16 (Mitochondria-associated granulocyte macrophage CSF-signaling molecule) (Presequence translocated-associated motor subunit PAM16)	PAM16 MAGMAS TIM16 TIMM16 CGI-136	PAM16	MAGMAS TIM16 TIMM16	Homo sapiens (Human)	9606	125
Q9BZ23	reviewed	Pantothenate kinase 2, mitochondrial (hPanK2) (EC 2.7.1.33) (Pantothenic acid kinase 2)	PANK2 C20orf48	PANK2	C20orf48	Homo sapiens (Human)	9606	570
O95340	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	PAPSS2 ATPSK2	PAPSS2	ATPSK2	Homo sapiens (Human)	9606	614
O60260	reviewed	E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2)	PRKN PARK2	PRKN	PARK2	Homo sapiens (Human)	9606	465
Q99497	reviewed	Protein/nucleic acid deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Maillard deglycase) (Oncogene DJ1) (Parkinson disease protein 7) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1)	PARK7	PARK7		Homo sapiens (Human)	9606	189
O95453	reviewed	Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease)	PARN DAN	PARN	DAN	Homo sapiens (Human)	9606	639
Q8IXQ6	reviewed	Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9)	PARP9 BAL BAL1	PARP9	BAL BAL1	Homo sapiens (Human)	9606	854
Q9HBE1	reviewed	POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	PATZ1	PATZ RIAZ ZBTB19 ZNF278 ZSG	Homo sapiens (Human)	9606	687
P15863	reviewed	Paired box protein Pax-1 (HuP48)	PAX1 HUP48	PAX1	HUP48	Homo sapiens (Human)	9606	534
Q02962	reviewed	Paired box protein Pax-2	PAX2	PAX2		Homo sapiens (Human)	9606	417
P23760	reviewed	Paired box protein Pax-3 (HuP2)	PAX3 HUP2	PAX3	HUP2	Homo sapiens (Human)	9606	479
O43316	reviewed	Paired box protein Pax-4	PAX4	PAX4		Homo sapiens (Human)	9606	350
Q02548	reviewed	Paired box protein Pax-5 (B-cell-specific transcription factor) (BSAP)	PAX5	PAX5		Homo sapiens (Human)	9606	391
P26367	reviewed	Paired box protein Pax-6 (Aniridia type II protein) (Oculorhombin)	PAX6 AN2	PAX6	AN2	Homo sapiens (Human)	9606	422
P23759	reviewed	Paired box protein Pax-7 (HuP1)	PAX7 HUP1	PAX7	HUP1	Homo sapiens (Human)	9606	505
Q06710	reviewed	Paired box protein Pax-8	PAX8	PAX8		Homo sapiens (Human)	9606	450
P55771	reviewed	Paired box protein Pax-9	PAX9	PAX9		Homo sapiens (Human)	9606	341
Q86U86	reviewed	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)	PBRM1 BAF180 PB1	PBRM1	BAF180 PB1	Homo sapiens (Human)	9606	1689
P40424	reviewed	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	PBX1 PRL	PBX1	PRL	Homo sapiens (Human)	9606	430
P11498	reviewed	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	PC	PC		Homo sapiens (Human)	9606	1178
