#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
4083,11111414,5219,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.068,-9.404,-18.63,12.52,9.798,1.367,5.898,-6.693,-3.591,-4.513,27.36,0.8444,18.74,-21.72,2.846,2.068
4084,11111413,6603911,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.11,39.19,-14.87,-8.835,-7.295,-1.952,-5.871,4.659,-14.08,2.17,1.592,10.63,-5.299,10.66,-1.826,18.11
4085,11111412,6603910,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.0505,11.65,-9.565,15.3,3.65,-7.39,3.382,-12.65,-4.584,3.567,-16.19,-7.909,0.4348,-2.487,35.4,-0.0505
4086,11111411,4136,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.87,9.413,8.353,9.471,12.7,10.61,2.193,7.867,-4.298,9.28,-8.235,-10.25,-9.391,-5.585,3.502,5.87
4087,11111410,6603909,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.48,-7.388,11.54,11,-2.945,-19.92,17.04,-12.42,-8.036,-5.742,-24.25,-16.41,12.8,-12.32,23,-11.48
4088,11111409,721860,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,15.09,3.31,-3.582,12.66,-1.631,15.7,8.62,15.19,31.59,-2.31,13.37,0.9355,-6.6,2.681,-14.67,15.09
4089,11111407,6603908,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.304,10.23,1.473,1.663,8.14,-6.652,-6.837,-5.249,-9.437,-8.152,0.1572,11.93,14.56,-9.444,13.82,-1.304
4090,11111406,6603907,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.82,13.85,27.46,-2.1,-1.001,-3.804,11.78,-14.43,7.167,-12.23,-12.45,16.87,-6.149,-0.7025,-16.49,11.82
4091,11111404,180081,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.796,-8.128,9.918,-0.097,1.398,-10.36,-2.75,0.8642,-1.935,-2.826,10.44,-0.6404,7.924,-18.83,-0.8909,-4.796
4092,11111403,180081,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.49,-6.63,7.109,-16.17,-20.38,-8.431,18.67,32.25,-7.157,4.402,7.425,-5.64,10.01,-17.79,8.265,10.49
4093,11111402,4108,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.664,-16.05,33.11,-14.15,-4.392,3.862,-21.71,-11.68,-12.53,22.39,0.6244,-1.421,12.78,-7.958,-24.38,5.664
4094,11111401,9308,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.47,-7.606,20.97,-1.837,3.366,-11.22,-5.765,2.787,10.76,21.25,-5.442,-9.849,-16.36,9.526,34.1,11.47
4095,11111400,199605,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,15.84,-3.331,8.885,7.733,-2.042,-0.9393,2.519,0.1753,2.266,-17.74,-4.98,-11.85,3.031,11.82,-0.8757,15.84
4096,11111399,6603906,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.575,14.67,10.36,-1.979,-11.79,-5.036,19.69,-11.98,-5.745,-3.386,-7.291,-5.081,-17.99,7.528,-9.332,-3.575
4097,11111396,66374,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.88,-21.67,-24.16,-23.51,9.77,-8.072,0.8962,13,-6.645,13.15,-10.04,-9.739,-26.56,0.2573,9.238,8.88
4098,11111395,66374,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.823,-13.26,-7.161,-4.46,-4.808,16.26,-2.793,-9.409,-14.23,-16.67,-0.1462,9.459,-12.6,2.159,-3.828,-7.823
4099,11111391,125328,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.572,7.447,0.1303,-11.63,-0.2307,1.121,-18.45,2.212,9.883,1.276,-0.6782,20.16,1.746,13.65,4.839,-8.572
4100,11111390,3883,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.73,-7.589,-2.027,-3.406,-0.8789,23.57,10.07,7.958,-4.286,12.35,16.61,46.01,-4.428,9.234,-13.73,
4101,11111386,3925,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.553,-8.151,-4.195,-8.911,28.91,-11.78,-5.415,-9.467,-6.053,-1.667,-11.37,13.71,-3.51,5.799,3.88,9.553
4102,11111385,3676,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.274,48.22,-11.24,2.224,13.88,-2.622,-3.733,-2.988,-5.6,3.628,6.865,-25.52,15.92,-7.45,4.274,
4103,11111384,3676,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.88,2.984,1.62,15.97,18.97,4.23,-3.624,-11.11,-11.16,-10.45,-21.55,5.752,-22.85,-8.981,-2.395,13.88
4104,11111383,3899,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.12,-12.63,-7.856,-27.16,13.76,10.3,15.36,10.55,18.43,-9.579,6.35,4.68,-12.24,0.1833,-29.12,
4105,11111380,3955,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.35,-3.476,3.603,2.951,6.115,4.222,3.766,-5.97,4.833,4.257,-3.007,-0.4978,8.093,1.089,4.747,-16.35
4106,11111379,433294,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.607,3.052,2.088,-2.175,2.43,-1.415,9.599,2.945,-35.38,16.24,-15.9,-0.0611,-3.73,-5.339,-16.05,5.607
4107,11111378,1268140,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.067,1.742,-17.51,-2.671,7.091,4.741,8.617,3.348,-2.919,0.5957,-10.49,-11.95,-3.44,-10.17,10.8,7.067
4108,11111376,6603904,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.683,-8.406,14.45,0.1524,13.13,2.047,8.79,-2.865,9.487,-1.001,-8.441,12.49,12.74,-6.433,-11.21,-9.683
4109,11111375,6603903,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.254,-2.665,-20.37,-0.2473,2.409,-4.125,18.54,-19.71,8.418,1.877,-4.932,4.01,15.46,-6.334,4.895,4.254
4110,11111374,6603902,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.887,-5.659,-2.057,1.413,-5.522,9.914,-5.57,-6.611,-9.77,3.381,-5.373,5.336,-6.758,-8.908,4.85,8.887
4111,11111369,5014,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.4,5.211,-0.1719,-3.41,-2.758,20.3,-4.856,-17.51,-6.526,1.114,-12.17,-6.922,-2.386,-4.202,-5.684,-10.4
4112,11111367,3046034,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.03,14.38,29.12,8.339,-6.592,8.927,1.757,0.4785,-8.086,-8.541,5.684,-5.861,19.91,-2.305,-12.25,14.03
4113,11111366,6603899,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.46,3.496,26.35,-5.098,-4.56,21.03,-3.287,-2.871,-12.57,-3.316,-10.53,11.02,-19.65,-5.22,9.448,-13.46
4114,11111364,6603898,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.426,1.124,-13.49,-17.11,19.35,-5.317,10.34,-0.2023,-12.99,-9.951,-1.63,38.55,-5.32,8.786,-0.5492,-5.426
4115,11111361,6603897,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.04,-1.812,-3.393,-5.456,-8.474,-16.89,9.464,-2.044,-6.693,1.33,8.092,9.541,-2.551,-17.41,-13.25,11.04
4116,11111360,5311200,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.45,-8.633,-2.352,7.665,9.162,9.866,0.7879,11.01,2.589,-4.994,-11.48,-0.6149,-6.886,-5.734,-13.26,1.45
4117,11111359,6603896,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.74,14.24,23.03,3.799,3.229,15.14,-0.7414,-0.7647,0.2126,-15.97,6.747,-17.23,-10.85,7.42,1.596,-10.74
4118,11111356,5311254,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.752,2.496,1.233,3.049,-0.0242,-7.359,-8.865,-0.0421,-3.954,-5.754,-11.83,-3.728,-1.104,-7.015,-0.3971,-3.752
4119,11111355,6603895,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,27.78,5.645,5.81,3.142,3.157,-6.482,-3.029,6.523,-3.827,-19.73,-2.316,-3.764,-16.65,-15.51,-1.653,27.78
4120,11111354,6603894,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.373,5.787,2.376,2.231,8.566,11.72,1.022,3.747,-6.836,12.62,4.322,4.122,-9.567,11.7,-8.467,8.373
4121,11111351,3827,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.9205,21.31,-21.11,13.45,-7.985,0.6618,-21.24,-1.002,26.98,24.81,-6.424,-6.575,-1.987,-5.222,0.9205,
4122,11111350,3827,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.1627,0.2815,-1.351,15.45,3.173,10.23,10.36,9.387,4.429,-3.274,-4.758,3.231,-8.259,34.05,-23.76,-0.1627
4123,11111348,180540,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.17,26.84,9.394,11.98,0.4967,14.23,1.937,-3.247,-14.7,11.4,0.2491,-16.97,-2.087,5.918,-4.857,-10.17
4124,11111345,6603892,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.266,21.86,5.913,12.86,19.2,-8.619,14.14,-4.296,-19.05,12.37,8.975,-1.602,-3.11,-3.31,-9.347,6.266
4125,11111344,3802,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.3203,-19.25,-11.94,-7.313,-5.263,9.506,1.715,3.279,2.847,27.47,-17.75,1.697,13.8,10.9,8.32,-0.3203
4126,11111343,3773,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.76,2.323,19.14,-5.732,2.995,-10.41,-18.27,-7.37,-15.49,2.221,2.253,-2.917,14.86,-26.66,16.89,11.76
4127,11111341,60860,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.89,-0.1219,-7.205,-4.929,-5.962,-5.635,-3.506,-5.454,-8.792,10.69,-6.583,-11.21,16.19,0.0258,-10.11,10.89
4128,11111339,6603891,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.48,-7.447,6.316,-11.43,-13.25,-6.371,19.07,-13.45,17.36,-6.947,-10.82,-19.9,16.54,-5.27,-0.496,16.48
4129,11111338,6603890,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.46,1.841,8.732,-12.36,-1.014,-5.276,-4.586,-2.603,2.606,-4.59,12.99,-0.4664,-0.6313,-11.56,-22.57,-17.46
4130,11111337,107984,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.5582,-3.065,-6.906,-6.613,-7.707,-1.374,-4.227,-5.631,4.224,13.1,16.65,-6.302,8.456,-9.948,13.48,0.5582
4131,11111334,3748,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.52,-6.121,-21.89,5.224,-12.88,16.92,-12.62,-8.723,-11.41,-7.46,63.53,-8.296,8.743,14.51,-12.52,
4132,11111333,3748,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.05,9.592,-6.667,-10.44,-1.767,-4.465,-4.08,-2.328,-3.41,-13.14,0.8998,-4.717,21.36,13.13,-0.3447,-10.05
4133,11111332,10729,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.34,-10.72,-4.637,22.86,6.557,15.24,9.04,21.98,2.355,2.945,-1.091,9.156,-0.6422,9.489,7.638,11.34
4134,11111331,3696,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.915,-9.903,13.41,-4.807,2.845,-20.7,-13.63,11.36,9.896,2.865,30.77,-13.09,0.286,9.487,1.915,
4135,11111330,3696,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.82,6.026,5.442,8.224,-12.35,9.886,-8.356,-7.402,-20.07,-12.11,8.541,-1.162,-9.721,10.43,-10.57,10.82
4136,11111327,6603888,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.325,5.793,-7.446,-4.969,12.11,-5.75,-0.0213,-8.09,-4.024,0.9274,-24.2,-13.7,20.29,-9.987,1.641,9.325
4137,11111326,6603887,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.795,4.057,-0.8658,-9.814,-6.55,-5.878,-9.967,-9.938,-6.06,5.122,-6.383,34.39,29.58,-0.1558,3.464,-8.795
4138,11111325,3758,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.755,-9.353,-6.619,16.26,2.438,-10.8,-4.92,-3.063,-6.459,-5.35,-2.887,20.74,2.633,-16.42,14.49,8.755
4139,11111324,443372,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.434,19.43,4.858,7.046,-4.54,6.312,-7.074,10.34,-14.56,-5.42,-13.24,33.6,2.094,9.507,-10.33,5.434
4140,11111323,443372,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,24.16,-13.7,10.07,-0.498,18.38,30.59,10.08,2.874,-4.914,2.067,-2.11,-9.457,-12.33,-16.07,8.745,24.16
4141,11111319,4216,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.32,-2.238,1.686,-5.396,1.625,-7.684,8.301,-7.069,-10.97,-2.879,-10.21,11.7,36.73,20.84,12.93,12.32
4142,11111316,151582,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.196,-2.134,-17.17,-6.038,-18.81,7.836,23.76,1.875,-8.259,-5.784,7.295,-19.29,22.49,-4.714,-6.109,-4.196
4143,11111315,6603883,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.84,16.79,-9.374,13.33,-3.475,5.65,-0.334,-0.5469,-6.387,-6.344,1.555,-0.7269,15.12,3.695,6.424,16.84
4144,11111314,6603882,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,24.91,4.006,-8.086,-3.242,19.29,2.946,-6.213,0.7096,-16.42,-10.03,-4.692,-6.458,-9.551,-5.581,-1.724,24.91
4145,11111309,96215,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.957,4.887,-4.345,3.408,0.9561,2.866,27.06,-1.838,2.355,-3.796,14.4,-19.66,2.529,4.875,2.712,-5.957
4146,11111306,6603879,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.83,13.28,-1.341,-6.644,-0.0276,7.062,8.718,2.207,-1.252,-9.678,2.024,8.636,36.29,2.103,-9.371,18.83
4147,11111304,6603878,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.03,9.326,34.48,6.015,3.11,-6.659,17.37,-8.17,9.466,6.356,-1.224,13.68,7.547,1.503,6.701,-12.03
4148,11111301,3692,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.89,-1.229,5.44,5.106,11.26,-1.925,-5.452,-9.049,-10.63,3.135,3.957,26.2,-3.332,4.184,-2.157,-14.89
4149,11111300,5484725,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.121,10.78,-0.4508,2.791,-14.45,-2.3,-5.089,-4.209,-9.672,11.49,-9.277,-19.63,-6.773,-5.067,0.863,3.121
4150,11111299,6603876,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.7436,11.21,14.06,1.937,-10.53,-5.871,25.67,-7.219,-1.265,8.78,-2.62,-5.465,-5.309,-1.748,-1.84,-0.7436
4151,11111298,6603875,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.95,3.76,17.16,0.8324,10.22,10.15,-11.42,2.863,-5.267,8.292,34.84,-22.45,-6.541,-0.907,-2.278,-14.95
4152,11111297,126280,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.96,-15.81,-12.49,-1.583,-4.026,1.523,-6.333,-11.87,3.317,4.381,14.21,-9.442,13.83,16.21,17.02,-14.96
4153,11111295,4656,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.411,6.379,20.82,19.79,-24.74,-22.62,2.837,-4.213,-23.07,9.881,-12.61,-4.225,-7.059,-6.931,-15.14,8.411
4154,11111292,1742,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.61,-10.38,8.767,-7.664,-9.691,-15.17,-18.17,-13.16,-4.521,-15.42,6.809,-35.34,-8.976,-5.1,6.692,10.61
4155,11111291,787,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.244,11.52,3.44,4.245,-12.38,-11.68,14.83,-4.697,-12.91,8.257,-5.579,10.18,-4.265,-10.09,7.381,9.244
4156,11111288,5202,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.348,-23.83,-5.095,15.1,4.496,-3.218,2.695,14.59,-25.15,1.148,22.93,4.651,-3.197,-13.8,-1.142,-1.348
4157,11111287,1663,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.31,19.24,19.4,-9.268,-5.651,-2.334,17.7,14.91,-2.906,-4.638,15.56,20.13,-1.94,4.515,7.608,12.31
4158,11111283,3657,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.388,14.63,27.39,5.455,-8.997,13.01,-6.583,2.911,-8.661,-1.837,-12.48,12.57,0.9865,1.669,-4.081,7.388
4159,11111282,681,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.09,17.13,-13.78,0.5472,-1.436,-12.39,-4.847,0.9641,-1.29,-5.702,-11.91,2.446,25.22,1.348,-5.792,11.09
4160,11111281,6274,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,22.82,-19.72,9.541,-12.23,-7.165,7.479,2.863,-10.31,10.52,-0.5988,-13.92,-44.29,10.42,-16.04,-6.091,22.82
4161,11111278,123895,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.34,1.908,15.85,-5.3,-0.9895,15.39,6.631,3.93,14.11,-7.789,27.66,11.15,-18.44,7.269,-2.956,14.34
4162,11111277,5281404,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-28.1,-24.42,-14.05,-10.49,0.4875,0.247,-27.84,-7.105,14.37,22.71,9.652,34.5,20.18,-13.33,-28.1,
4163,11111275,774,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.732,18.29,33.46,36.78,-1.548,-0.6329,-3.878,-2.976,-8.818,10.91,6.301,20.03,-4.552,-6.622,9.697,8.732
4164,11111272,6603871,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.5,-1.139,12.17,-6.785,-7.855,-0.2505,-3.513,2.548,-13.25,7.345,2.189,-20.97,4.566,2.529,8.137,-15.5
4165,11111266,1748,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.67,8.1,-4.434,0.3281,-12.35,-3.871,0.0448,-12.07,-8.463,-1.486,-9.36,9.848,3.036,0.5073,5.482,18.67
4166,11111263,1745,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.91,7.71,-5.736,-5.794,15.83,23.88,-4.25,7.031,14.28,0.0791,-7.683,-8.398,-9.644,1.992,11.75,18.91
4167,11111262,3637,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.871,8.686,26.16,-9.697,23.83,13.05,-7.97,-6.27,12.04,-10.65,4.264,1.918,-9.844,-10.82,-7.871,
4168,11111261,3637,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.031,33.4,-3.075,1.793,-13.54,18.39,-16.81,5.69,1.433,-2.699,18.68,6.042,-15.27,8.523,4.871,-1.031
4169,11111258,688029,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.283,-7.829,-18.45,-10.6,-9.374,1.458,-0.3062,4.549,-4.015,5.449,14.68,8.452,0.3239,-15.68,-6.858,4.283
4170,11111257,1738,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,26.12,1.351,0.8855,-15.56,-5.1,-1.334,-7.582,9.632,-1.564,-14.96,6.505,-4.795,-24.16,2.15,15.88,26.12
4171,11111256,3604,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.08,3.66,-10.89,-10.41,1.757,-13.15,7.423,-1.261,11.52,-11.13,11.01,-34.93,0.7006,-5.47,-2.221,10.08
4172,11111254,1864,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.576,-1.385,5.326,-7.791,-12.55,1.893,14.85,0.4933,39.39,-1.11,1.494,0.6092,4.473,20.09,7.676,-7.576
4173,11111253,6603867,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.433,3.293,23.71,17.37,16,10.41,-25.49,-13.68,-23.41,13.55,27.45,-21.97,-12.88,-16.09,-11.5,-1.433
4174,11111251,6603866,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.55,0.4288,9.089,25.2,0.3331,8.404,10.16,-1.653,5.693,-1.579,6.25,0.8427,-8.065,-14.64,-8.454,6.55
4175,11111250,6603866,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.9,1.937,20.52,15.71,2.651,22.86,16.4,15.97,19.88,38.31,-7.578,-2.206,-19.39,6.416,-23.48,10.9
4176,11111249,736172,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.81,-6.673,-1.755,-15.35,-9.598,-0.3965,-7.157,-8.67,-7.556,-17.29,-9.005,-5.072,-20.07,10.71,5.262,13.81
4177,11111248,6603865,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.07,8.162,-0.2689,-0.6588,0.0998,25.66,16.46,13.65,9.249,-1.586,23.9,-1.776,3.523,-13.03,22.8,10.07
4178,11111247,6603864,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.88,5.751,18.62,4.698,-5.364,11.5,-12.87,3.875,8.761,20.47,4.792,-9.633,3.268,14.41,0.2315,-12.88
4179,11111246,688024,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.11,-15.07,-19.01,-16.23,-1.056,-10.94,1.219,5.818,-0.555,-5.097,7.829,-4.075,-9.686,-0.0369,15.67,10.11
4180,11111245,3544,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.598,-14.26,1.79,-7.158,36.02,-6.923,11.35,-0.0776,14.26,5.8,-3.837,-4.572,11.74,-16.79,60.61,-5.598
4181,11111244,6603863,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.48,8.31,-1.319,-10.57,-6.9,-2.221,59.05,-8.632,-13.41,-9.776,1.538,0.6751,2.761,18.2,24.08,-19.48
4182,11111242,6603862,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.07,6.745,12.21,-7.772,4.918,-8.963,2.458,2.954,11.15,1.041,1.911,-2.699,48.96,12.41,1.897,-13.07
4183,11111241,6603861,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.579,4.101,-2.698,13.25,-2.597,13.35,-1.829,8.864,16.15,13.95,11.17,17.62,-8.897,-1.032,-0.0944,-5.579
4184,11111238,3450,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,22.43,10.77,9.375,-18.61,17.89,-0.1576,-10.2,1.09,-14.69,4.186,-6.716,-22.45,5.813,7.857,22.43,
4185,11111237,3450,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.03,5.699,-3.897,27.25,-10.83,2.083,19.06,22.18,-8.634,3.731,1.838,-5.42,10.54,-2.837,17.41,-12.03
4186,11111236,6603859,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.87,5.458,2.676,-0.6681,19.25,-9.002,-13.94,0.5968,-12.5,-3.971,-8.709,-3.535,30.78,-10,-3,18.87
4187,11111230,107780,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.15,19.21,10.09,3.197,-9.626,-3.777,-17.58,-9.397,7.875,0.8947,-5.582,16.02,1.632,13.71,0.5504,19.15
4188,11111226,145815,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.568,-4.057,16.59,0.6821,5.447,17.94,12.79,4.331,13.37,-6.114,-12.42,-15.81,-6.241,8.582,4.087,-8.568
4189,11111225,3454,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.398,2.788,-5.241,-0.0818,-11.95,-1.323,-3.085,24.96,40.28,-37.54,-20.17,43,17.38,7.319,5.398,
4190,11111224,3454,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.69,2.617,4.225,3.795,14.99,6.008,-5.42,-0.2567,4.01,4.015,1.239,-1.07,-5.804,-8.384,-1.616,16.69
4191,11111223,23327,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.29,12.66,-11.76,-2.494,-1.08,1.039,-7.568,1.381,-5.17,-1.696,-10.13,9.826,-1.176,-1.354,11.11,13.29
4192,11111217,6603856,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.444,16,-8.288,6.309,3.276,10.41,-5.472,14.35,7.843,-1.535,4.764,-3.104,-5.007,-12.7,-18.18,-9.444
