Index	GeneSym	GeneID/GeneID
12919	TSR2	90121
12920	UPRT	139596
12921	LYVE1	10894
12922	TGM3	7053
12923	PLA2G2C	391013
12924	MB	4151
12925	ASTE1	28990
12926	GEN1	348654
12927	CAMKV	79012
12928	PLA2G2A	5320
12929	NLRC4	58484
12930	CD4	920
12931	PRIMPOL	201973
12932	GALNT4	8693
12933	BTLA	151888
12934	MFSD6	54842
12935	OCIAD2	132299
12936	C19orf12	83636
12937	MEG3	55384
12938	CENPE	1062
12939	IGSF9B	22997
12940	CYTH3	9265
12941	EIF4E	1977
12942	KCNE4	23704
12943	SMOX	54498
12944	TOM1L2	146691
12945	FECH	2235
12946	TRIM55	84675
12947	ABCA17P	650655
12948	GSDMA	284110
12949	NEURL4	84461
12950	RHBDL1	9028
12951	CDH16	1014
12952	EVI5L	115704
12953	IL10RA	3587
12954	TSPY26P	128854
12955	LCP2	3937
12956	TMEM25	84866
12957	CA9	768
12958	EMP3	2014
12959	LIN7B	64130
12960	CCDC114	93233
12961	CISD3	284106
12962	DCST1	149095
12963	FHL3	2275
12964	SMIM5	643008
12965	LRRC25	126364
12966	SLC34A3	142680
12967	DENND2D	79961
12968	IL21R	50615
12969	CNIH4	29097
12970	KCTD21	283219
12971	CORO1A	11151
12972	CYBA	1535
12973	HMHA1	23526
12974	PRTN3	5657
12975	LST1	7940
12976	LTB	4050
12977	LTA	4049
12978	PTGIR	5739
12979	TNF	7124
12980	RSPH9	221421
12981	ABHD14B	84836
12982	STARD3	10948
12983	SEMA4A	64218
12984	ASGR1	432
12985	VAMP2	6844
12986	DAND5	199699
12987	GPSM1	26086
12988	GNB3	2784
12989	ODF3	113746
12990	LENEP	55891
12991	MYBPC3	4607
12992	SIT1	27240
12993	ADAMTSL2	9719
12994	HAUS3	79441
12995	CAMK2A	815
12996	CTTN	2017
12997	GPR20	2843
12998	LCN12	286256
12999	C4orf29	80167
13000	SURF2	6835
13001	KCNK7	10089
13002	TNNI2	7136
13003	PTPRCAP	5790
13004	ZDHHC9	51114
13005	SEMA6B	10501
13006	TRIOBP	11078
13007	APOC2	344
13008	PRODH2	58510
13009	APOC4	346
13010	SNX20	124460
13011	CTSW	1521
13012	KLK8	11202
13013	RCN3	57333
13014	VPS39	23339
13015	P2RY6	5031
13016	GGT5	2687
13017	SERPINB9	5272
13018	LCN2	3934
13019	TRIM69	140691
13020	FAM167A	83648
13021	PRKX	5613
13022	GAL	51083
13023	KCNN3	3782
13024	BGN	633
13025	PLXNA3	55558
13026	CLIC3	9022
13027	SSTR5	6755
13028	CRYBB2	1415
13029	TMEM141	85014
13030	DNASE1L2	1775
13031	FAM186B	84070
13032	ALDH3B1	221
13033	RAPSN	5913
13034	TPSB2	64499
13035	CTSK	1513
13036	GPBAR1	151306
13037	SHD	56961
13038	TRIM14	9830
13039	EIF2AK2	5610
13040	SERPINB5	5268
13041	CELA2A	63036
13042	CNPY3	10695
13043	LIME1	54923
13044	DPP3	10072
13045	GSTK1	373156
13046	SERPINA9	327657
13047	ANKRD52	283373
13048	PIGX	54965
13049	PLEKHM1	9842
13050	CORO1B	57175
13051	ZFP82	284406
13052	MEX3A	92312
13053	PELI3	246330
13054	EFEMP2	30008
13055	MDK	4192
13056	SERPINA3	12
13057	PLCD3	113026
13058	USP27X	389856
13059	ATP5S	27109
13060	HSPB11	51668
13061	EXD2	55218
13062	TPTE2	93492
13063	AK4	205
13064	ITIH4	3700
13065	FCGR2B	2213
13066	GCSAM	257144
13067	BGLAP	632
13068	CLPS	1208
13069	CSHL1	1444
13070	PEA15	8682
13071	RPL3L	6123
13072	ZNF212	7988
13073	CLDN12	9069
13074	GLRX	2745
13075	RFFL	117584
13076	GJA4	2701
13077	SYAP1	94056
13078	XPNPEP2	7512
13079	RILPL2	196383
13080	KLHDC8B	200942
13081	OR10K2	391107
13082	RASAL3	64926
13083	ACAA2	10449
13084	C19orf71	100128569
13085	CRYBB3	1417
13086	COL5A3	50509
13087	PBX2	5089
13088	NXPH4	11247
13089	PKP3	11187
13090	PAQR6	79957
13091	SYCE1	93426
13092	TNFRSF25	8718
13093	AIFM3	150209
13094	NSMF	26012
13095	AK3	50808
13096	GALT	2592
13097	RASA4	10156
13098	CCDC106	29903
13099	FXYD7	53822
13100	JPH4	84502
13101	ZNF358	140467
13102	GDF5	8200
13103	HSD11B2	3291
13104	PDE4C	5143
13105	CHRNG	1146
13106	PPY	5539
13107	KLHDC7B	113730
13108	PSMB11	122706
13109	MYADML2	255275
13110	CNIH2	254263
13111	FGF11	2256
13112	SSTR3	6753
13113	DBN1	1627
13114	EHD2	30846
13115	INPP5J	27124
13116	SCARF1	8578
13117	MFSD7	84179
13118	ZNF575	284346
13119	LIX1L	128077
13120	S100A5	6276
13121	TMEM205	374882
13122	ADCY3	109
13123	NAT8B	51471
13124	BPIFB6	128859
13125	FTCD	10841
13126	C17ORF82	388407
13127	FOXN1	8456
13128	GAL3ST4	79690
13129	LCAT	3931
13130	ITIH1	3697
13131	IL11	3589
13132	LPAR2	9170
13133	ODF3L2	284451
13134	TRPV5	56302
13135	BCL7A	605
13136	ZNF385A	25946
13137	COX6B2	125965
13138	MICB	4277
13139	GPC2	221914
13140	RPS4X	6191
13141	ADHFE1	137872
13142	PODXL2	50512
13143	ECI1	1632
13144	TTYH2	94015
13145	MPG	4350
13146	RNF39	80352
13147	UAP1L1	91373
13148	NME2	4831
13149	TYMS	7298
13150	SNAPC4	6621
13151	AMN	81693
13152	CYGB	114757
13153	TACR2	6865
13154	GIGYF1	64599
13155	MEST	4232
13156	EGLN2	112398
13157	UBL5	59286
13158	LSR	51599
13159	LHB	3972
13160	TRIM3	10612
13161	GNAZ	2781
13162	PFN4	375189
13163	MFAP3L	9848
13164	ASPHD2	57168
13165	TBXA2R	6915
13166	LRRC24	441381
13167	MEX3D	399664
13168	MUC5B	727897
13169	PLBD2	196463
13170	BCAM	4059
13171	FAM109A	144717
13172	HPDL	84842
13173	SIRT3	23410
13174	CEND1	51286
13175	TTC16	158248
13176	NUMBL	9253
13177	SLC6A8	6535
13178	DOK3	79930
13179	PBX4	80714
13180	HAGHL	84264
13181	LRRC45	201255
13182	STRA13	201254
13183	UBTF	7343
13184	GPR137	56834
13185	KIFC2	90990
13186	ACBD7	414149
13187	CCDC8	83987
13188	SYT15	83849
13189	IKBIP	121457
13190	MASP2	10747
13191	NDUFA4L2	56901
13192	RHOV	171177
13193	CLDN11	5010
13194	IL22RA1	58985
13195	TRPM2	7226
13196	MEP1B	4225
13197	VMO1	284013
13198	CD99L2	83692
13199	GRINA	2907
13200	RBP1	5947
13201	SLC4A2	6522
13202	GRIPAP1	56850
13203	DMPK	1760
13204	MYBPC2	4606
13205	DVL3	1857
13206	SNX12	29934
13207	MSRB2	22921
13208	MCCC1	56922
13209	FANCA	2175
13210	GINS1	9837
13211	AGBL2	79841
13212	HIST1H2AA	221613
13213	HIST1H2BA	255626
13214	CNTD1	124817
13215	COA3	28958
13216	DTX3L	151636
13217	PARP9	83666
13218	TMEM62	80021
13219	HIST3H2A	92815
13220	HIST3H2BB	128312
13221	HIST1H3F	8968
13222	NDRG3	57446
13223	HOXD8	3234
13224	MTO1	25821
13225	APBB1	322
13226	NLGN2	57555
13227	FLII	2314
13228	DTX3	196403
13229	GOLM1	51280
13230	DLAT	1737
13231	NLRX1	79671
13232	TMEM55A	55529
13233	C9orf9	11092
13234	TGM1	7051
13235	CLTB	1212
13236	LEPROTL1	23484
13237	PRADC1	84279
13238	ABHD10	55347
13239	CTBS	1486
13240	C1orf56	54964
13241	MED16	10025
13242	GCDH	2639
13243	ANKS3	124401
13244	INTS8	55656
13245	C1GALT1C1	29071
13246	GCA	25801
13247	SLC25A46	91137
13248	BTAF1	9044
13249	KIAA0100	9703
13250	LIN9	286826
13251	PMPCA	23203
13252	STIL	6491
13253	TTC21B	79809
13254	BRF2	55290
13255	PSMC3	5702
13256	PTPMT1	114971
13257	CISD2	493856
13258	SIDT2	51092
13259	ADARB1	104
13260	SURF4	6836
13261	FAM168B	130074
13262	LSS	4047
13263	OGG1	4968
13264	MAK	4117
13265	C9orf85	138241
13266	ISCA2	122961
13267	FBXL20	84961
13268	NISCH	11188
13269	ARHGAP19	84986
13270	TMEM194A	23306
13271	ASPHD1	253982
13272	HYLS1	219844
13273	CDK2	1017
13274	CDR2	1039
13275	E4F1	1877
13276	SPRYD3	84926
13277	CEP97	79598
13278	PFAS	5198
13279	TROAP	10024
13280	MAP3K10	4294
13281	NDUFAF2	91942
13282	CCDC61	729440
13283	LMBR1L	55716
13284	VPS26A	9559
13285	MMGT1	93380
13286	PPP1R3F	89801
13287	TRIM45	80263
13288	CHTF18	63922
13289	RPUSD1	113000
13290	GPR3	2827
13291	PARD6A	50855
13292	YIF1A	10897
13293	ABCB4	5244
13294	JAM2	58494
13295	PIK3C3	5289
13296	KCNS2	3788
13297	RAB12	201475
13298	ABCC10	89845
13299	EID2	163126
13300	AIPL1	23746
13301	SYCP2	10388
13302	ENPP7	339221
13303	FBXO2	26232
13304	NOTCH3	4854
13305	RELL2	285613
13306	SEZ6L2	26470
13307	SLC5A5	6528
13308	ACE	1636
13309	EGR4	1961
13310	BRSK2	9024
13311	GABRD	2563
13312	CHD5	26038
13313	SLC6A17	388662
13314	CYP46A1	10858
13315	NCAN	1463
13316	SCN8A	6334
13317	SPATA32	124783
13318	CACNG2	10369
13319	EFNA2	1943
13320	KCNT1	57582
13321	LHX3	8022
13322	RASL10B	91608
13323	DTX1	1840
13324	HRH3	11255
13325	SLC18A3	6572
13326	MAPK15	225689
13327	ACTL6B	51412
13328	IQSEC3	440073
13329	DISP2	85455
13330	FBXL16	146330
13331	GOLGA7B	401647
13332	UBE2QL1	134111
13333	CTDSP1	58190
13334	NPDC1	56654
13335	HPCA	3208
13336	HTR5A	3361
13337	CADM3	57863
13338	RTBDN	83546
13339	UNC5A	90249
13340	PRLHR	2834
13341	TRPC3	7222
13342	AP3B2	8120
13343	CPNE9	151835
13344	SNCB	6620
13345	TTC9B	148014
13346	ARRB1	408
13347	GPR6	2830
13348	CABP7	164633
13349	CACNA1H	8912
13350	DRAXIN	374946
13351	CACNA1I	8911
13352	EPHA8	2046
13353	LRP3	4037
13354	LHFPL4	375323
13355	LYPD5	284348
13356	NLRP6	171389
13357	GLRA1	2741
13358	PAX4	5078
13359	L1CAM	3897
13360	MANEAL	149175
13361	MAPK8IP2	23542
13362	SLC12A5	57468
13363	DCHS1	8642
13364	HCRT	3060
13365	FAM219A	203259
13366	MAN2B2	23324
13367	METRN	79006
13368	RESP18	389075
13369	RHBG	57127
13370	C18orf42	642597
13371	TBC1D30	23329
13372	LRRC4B	94030
13373	CD300LF	146722
13374	VWA5B1	127731
13375	CPT1B	1375
13376	PCBD1	5092
13377	GPR123	84435
13378	TSPAN33	340348
13379	SEC14L3	266629
13380	EEF1A2	1917
13381	NOVA2	4858
13382	SPRED3	399473
13383	SLC29A4	222962
13384	FLJ22184	80164
13385	LOC101928991	101928991
13386	APLP1	333
13387	TMEM145	284339
13388	FNDC4	64838
13389	STMN3	50861
13390	TMEM121	80757
13391	ARC	23237
13392	CHGA	1113
13393	KCNC3	3748
13394	TAS1R3	83756
13395	PACSIN1	29993
13396	JAK3	3718
13397	SLC22A12	116085
13398	DBH	1621
13399	TTC22	55001
13400	IFNL2	282616
13401	HTR3A	3359
13402	SLC25A14	9016
13403	SYT5	6861
13404	DYNC2LI1	51626
13405	RIMS3	9783
13406	SLC8A2	6543
13407	IGLL1	3543
13408	MEIS3	56917
13409	CACNG3	10368
13410	RTN2	6253
13411	RHCG	51458
13412	SUV420H1	51111
13413	TUBB6	84617
13414	KCNJ15	3772
13415	KRT14	3861
13416	OGDHL	55753
13417	PPP1R13L	10848
13418	SRD5A1	6715
13419	AGO4	192670
13420	ZDHHC22	283576
13421	SYN2	6854
13422	GATSL2	729438
13423	MIR708	100126333
13424	MIR802	768219
13425	MIR205	406988
13426	RGR	5995
13427	OLFM4	10562
13428	TRPC7	57113
13429	ERICH4	100170765
13430	EXTL3	2137
13431	ANGPTL7	10218
13432	C14orf37	145407
13433	MIR139	406931
13434	MIR598	693183
13435	BEST2	54831
13436	KRTAP10-7	386675
13437	C2orf50	130813
13438	SNORA47	677828
13439	CCER2	643669
13440	MIR9-3	407051
13441	TMEM200C	645369
13442	LRIT2	340745
13443	MIR137	406928
13444	MIR346	442911
13445	FAM196A	642938
13446	MIR582	693167
13447	SMIM23	644994
13448	CTXN2	399697
13449	FAM46D	169966
13450	VIP	7432
13451	COL6A6	131873
13452	TMEM150C	441027
13453	DYTN	391475
13454	LOC728637	728637
13455	OR1D2	4991
13456	ARHGEF38	54848
13457	OTOG	340990
13458	DAO	1610
13459	TMEM86B	255043
13460	MIR129-2	406918
13461	MIR129-1	406917
13462	MIR130A	406919
13463	MIR23B	407011
13464	MIR760	100126348
13465	ALB	213
13466	GJA10	84694
13467	MIR29A	407021
13468	CAPN11	11131
13469	FGG	2266
13470	GAPT	202309
13471	SST	6750
13472	C1orf127	148345
13473	ZNF746	155061
13474	P4HA1	5033
13475	FAM53A	152877
13476	MAPRE3	22924
13477	CD300A	11314
13478	POMC	5443
13479	BBS1	582
13480	CACNG1	786
13481	PTPN20B	26095
13482	BPIFB4	149954
13483	MSL3P1	151507
13484	OR4D1	26689
13485	CDH26	60437
13486	TEX101	83639
13487	GLRA3	8001
13488	CCKAR	886
13489	SLC17A6	57084
13490	LPPR1	54886
13491	EPHA10	284656
13492	KRT86	3892
13493	OLFM3	118427
13494	SCN10A	6336
13495	COX6A2	1339
13496	KCNG1	3755
13497	NRG2	9542
13498	TMEM132B	114795
13499	TUSC5	286753
13500	GRHPR	9380
13501	MIR30B	407030
13502	TAB2	23118
13503	AGTPBP1	23287
13504	ARAP2	116984
13505	HMGB4	127540
13506	SEC22A	26984
13507	ROPN1	54763
13508	ANKS1B	56899
13509	FAM78B	149297
13510	SCNN1G	6340
13511	PCLO	27445
13512	SCG3	29106
13513	TRIM61	391712
13514	AMER3	205147
13515	PTCHD2	57540
13516	SLC25A31	83447
13517	CCSAP	126731
13518	PROM2	150696
13519	FAM58BP	339521
13520	IQCF3	401067
13521	LRFN2	57497
13522	SLC35F3	148641
13523	COL6A5	256076
13524	NMUR2	56923
13525	TMEM132C	92293
13526	NMS	129521
13527	RBFOX3	146713
13528	ARAP3	64411
13529	YIPF5	81555
13530	EFCAB6	64800
13531	CALB1	793
13532	FGF14	2259
13533	STK32B	55351
13534	FSTL5	56884
13535	SCG2	7857
13536	GDAP1	54332
13537	COL8A1	1295
13538	OTOR	56914
13539	WDR17	116966
13540	IFNG	3458
13541	PEX5L	51555
13542	PLCE1	51196
13543	CNGA3	1261
13544	TTC39B	158219
13545	GLT1D1	144423
13546	LRTM2	654429
13547	PTGIS	5740
13548	SRRM4	84530
13549	PCDHB1	29930
13550	SOGA3	387104
13551	RPH3A	22895
13552	BMP5	653
13553	SLC4A10	57282
13554	CHL1	10752
13555	KCNH7	90134
13556	RIMS2	9699
13557	IMPG2	50939
13558	PCDH15	65217
13559	ANKRD40	91369
13560	ORMDL1	94101
13561	PIP4K2C	79837
13562	RABEP2	79874
13563	C6orf165	154313
13564	PAPL	390928
13565	C9orf50	375759
13566	HLA-A	3105
13567	KCNN1	3780
13568	MC3R	4159
13569	ACER1	125981
13570	GRIK5	2901
13571	C5orf52	100190949
13572	GPX5	2880
13573	ANO2	57101
13574	PDE7B	27115
13575	ARHGAP42	143872
13576	ETL4	100144434
13577	IQCA1	79781
13578	LEP	3952
13579	ATP6V1E2	90423
13580	LRRC9	341883
13581	DRD3	1814
13582	TTC29	83894
13583	MAP1B	4131
13584	SPDL1	54908
13585	QSOX1	5768
13586	ACOT11	26027
13587	DAPK2	23604
13588	NXNL2	158046
13589	CHRNA7	1139
13590	PPT2	9374
13591	FOXA3	3171
13592	LETM1	3954
13593	SSUH2	51066
13594	COL11A2	1302
13595	DIRAS1	148252
13596	HAPLN3	145864
13597	TSPAN10	83882
13598	HBQ1	3049
13599	MAN2A2	4122
13600	RILP	83547
13601	GPLD1	2822
13602	LY6G5C	80741
13603	IL3	3562
13604	SLC6A18	348932
13605	RAB7B	338382
13606	SERPIND1	3053
13607	PLCH2	9651
13608	PNPLA5	150379
13609	ADAD2	161931
13610	FAM25C	644054
13611	SNORA26	677810
13612	LOC730159	730159
13613	MIR2861	100422910
13614	WI2-2373I1.2	100288524
13615	ZAR1L	646799
13616	IZUMO2	126123
13617	MAP1LC3A	84557
13618	FIGNL2	401720
13619	MIR192	406967
13620	MIR145	406937
13621	ENHO	375704
13622	FLRT1	23769
13623	FAM216B	144809
13624	PHYKPL	85007
13625	ADAM24P	646479
13626	C12orf73	728568
13627	MYL2	4633
13628	AADAC	13
13629	ANKS4B	257629
13630	NEU4	129807
13631	AKR1C4	1109
13632	VNN1	8876
13633	MIA2	117153
13634	AP1AR	55435
13635	AVL9	23080
13636	ELOVL2	54898
13637	KIAA0825	285600
13638	PLCH1	23007
13639	HSDL1	83693
13640	SLC45A2	51151
13641	PLEKHS1	79949
13642	SLC38A7	55238
13643	APOL4	80832
13644	BPIFB1	92747
13645	ZNF200	7752
13646	C17ORF62	79415
13647	PRSS16	10279
13648	SHROOM2	357
13649	SLC6A3	6531
13650	ASB18	401036
13651	KLK5	25818
13652	C10ORF99	387695
13653	FRMD1	79981
13654	ZNF510	22869
13655	C19ORF33	64073
13656	C7ORF26	79034
13657	H1FX-AS1	339942
13658	C9ORF16	79095
13659	TP53AIP1	63970
13660	ZNF514	84874
13661	KCNG2	26251
13662	C1ORF210	149466
13663	FLJ45248	401472
13664	LOC149950	149950
13665	RGSL1	353299
13666	UNQ9370	400454
13667	BPIFB3	359710
13668	CTRB2	440387
13669	FLJ42258	440049
13670	HNRNPDP1	8251
13671	KIR2DL2	3803
13672	LCN6	158062
13673	MT1DP	326343
13674	MTCO2P1	140909
13675	OTUD6A	139562
13676	PPIAP9	5491
13677	LOC400707	400707
13678	IFNL1	282618
13679	FSD1	79187
13680	CSNK1G2-AS1	255193
13681	C19ORF10	56005
13682	CYP4A22	284541
13683	MIR455	619556
13684	ZBTB47	92999
13685	OR10C1	442194
13686	CXorf56	63932
13687	SAMD9L	219285
13688	HES4	57801
13689	METTL7B	196410
13690	C6ORF25	80739
13691	NCR3	259197
13692	SLC27A5	10998
13693	ZNF432	9668
13694	LRRC71	149499
13695	TPSD1	23430
13696	MOSPD2	158747
13697	C6ORF120	387263
13698	FAM24B	196792
13699	MIR7-3HG	284424
13700	ZNF284	342909
13701	CACNG8	59283
13702	RNASE10	338879
13703	ZCCHC12	170261
13704	THOC7	80145
13705	ABCD1	215
13706	CCDC167	154467
13707	GPR68	8111
13708	CD74	972
13709	KRT77	374454
13710	CMAHP	8418
13711	FAM111A	63901
13712	UMODL1	89766
13713	FYB	2533
13714	IPCEF1	26034
13715	BCAS4	55653
13716	MLN	4295
13717	GLI4	2738
13718	C14ORF79	122616
13719	C2ORF42	54980
13720	C1ORF105	92346
13721	CATSPER1	117144
13722	SPACA3	124912
13723	RHPN1	114822
13724	TMPRSS13	84000
13725	C16ORF74	404550
13726	MYEOV	26579
13727	MX1	4599
13728	C18ORF8	29919
13729	C19ORF24	55009
13730	HELZ2	85441
13731	USH1G	124590
13732	ZNF584	201514
13733	CPAMD8	27151
13734	ZNF160	90338
13735	DPEP2	64174
13736	GCNT4	51301
13737	SH2D1B	117157
13738	TNFSF14	8740
13739	ZAP70	7535
13740	CNGB1	1258
13741	DNAH3	55567
13742	MUC17	140453
13743	DIP2A	23181
13744	ARHGEF4	50649
13745	MAP3K13	9175
13746	PRL	5617
13747	UGT1A6	54578
13748	XYLT2	64132
13749	ARL14EP	120534
13750	DYNC1H1	1778
13751	TOR1AIP1	26092
13752	ARMC7	79637
13753	LGALS2	3957
13754	RDH13	112724
13755	TTYH3	80727
13756	C16ORF46	123775
13757	C19ORF25	148223
13758	C3ORF55	152078
13759	ZNF114	163071
13760	C5ORF34	375444
13761	SERHL2	253190
13762	NCR2	9436
13763	MYEOV2	150678
13764	C9ORF163	158055
13765	GUSBP4	375513
13766	KRT71	112802
13767	WASH2P	375260
13768	WASH3P	374666
13769	ZNF33A	7581
13770	CASP1	834
13771	F8	2157
13772	DOCK11	139818
13773	ZNF558	148156
13774	AMTN	401138
13775	CBY3	646019
13776	CCL27	10850
13777	GPR25	2848
13778	CCDC81	60494
13779	FBP2	8789
13780	HAS1	3036
13781	C17ORF70	80233
13782	STKLD1	169436
13783	RALA	5898
13784	ZNF517	340385
13785	CENPB	1059
13786	RAC3	5881
13787	EFCAB9	285588
13788	GLIS2	84662
13789	PGPEP1L	145814
13790	SPEF1	25876
13791	TSKS	60385
13792	ZDHHC1	29800
13793	CHRNA2	1135
13794	HERC3	8916
13795	DUOX1	53905
13796	EXOC3L2	90332
13797	KIAA1683	80726
13798	DCXR	51181
13799	MSRB1	51734
13800	MEGF6	1953
13801	TGFB1I1	7041
13802	TMEM52	339456
13803	UNC93B1	81622
13804	SLC25A29	123096
13805	EFCAB11	90141
13806	SYNGAP1	8831
13807	NRROS	375387
13808	SH2B2	10603
13809	SLC17A7	57030
13810	ZNF580	51157
13811	ATP1A2	477
13812	TSPO2	222642
13813	SGCA	6442
13814	TLR5	7100
13815	AXIN1	8312
13816	CDH15	1013
13817	DGCR2	9993
13818	SLC25A34	284723
13819	IP6K3	117283
13820	TFEB	7942
13821	EPPK1	83481
13822	PNPLA1	285848
13823	SLC37A3	84255
13824	FBXO25	26260
13825	VILL	50853
13826	SLC6A19	340024
13827	CILP	8483
13828	CRTAM	56253
13829	ERVFRD-1	405754
13830	CAPN12	147968
13831	DPEP1	1800
13832	SLC7A4	6545
13833	CCDC96	257236
13834	FAM83H	286077
13835	CSRNP2	81566
13836	SCN4A	6329
13837	TAC1	6863
13838	ZNF488	118738
13839	GYS2	2998
13840	ZNF777	27153
13841	AMER1	139285
13842	SLAIN1	122060
13843	MST4	51765
13844	TEAD3	7005
13845	GAB3	139716
13846	KIAA0930	23313
13847	ZNF410	57862
13848	ZNF597	146434
13849	OSBPL2	9885
13850	ZNF282	8427
13851	ABCA3	21
13852	ARHGEF17	9828
13853	PPM1M	132160
13854	ADPRM	56985
13855	SCO1	6341
13856	EME2	197342
13857	ADRBK1	156
13858	DSCC1	79075
13859	CTDNEP1	23399
13860	RPS25	6230
13861	TRAPPC4	51399
13862	B3GAT3	26229
13863	SRCAP	10847
13864	CFAP57	149465
13865	ZSWIM7	125150
13866	ACD	65057
13867	ZNF215	7762
13868	HIST1H2AL	8332
13869	ZNF140	7699
13870	HIST1H4L	8368
13871	TIMP1	7076
13872	ZNF174	7727
13873	PRR4	11272
13874	THAP10	56906
13875	C10ORF55	414236
13876	CASC10	399726
13877	C1ORF174	339448
13878	FAM89B	23625
13879	KLLN	100144748
13880	GOLGA8B	440270
13881	DNAH10	196385
13882	GLTPD2	388323
13883	C16ORF59	80178
13884	LMNTD2	256329
13885	DPF1	8193
13886	HRAS	3265
13887	LRRC56	115399
13888	ARL6IP4	51329
13889	ICAM3	3385
13890	RHOT2	89941
13891	STUB1	10273
13892	TM7SF2	7108
13893	TPI1	7167
13894	GPR162	27239
13895	KANK3	256949
13896	CCDC15	80071
13897	KLHL17	339451
13898	SAMD13	148418
13899	ZMYM4	9202
13900	GPAM	57678
13901	ZNF784	147808
13902	FBXO24	26261
13903	NRBP1	29959
13904	ELOVL1	64834
13905	GBP3	2635
13906	IRF7	3665
13907	NAPSA	9476
13908	TPCN2	219931
13909	TRAF6	7189
13910	GIPR	2696
13911	PHTF1	10745
13912	PCP4	5121
13913	SCGB1C1	147199
13914	ARF3	377
13915	ZNF354A	6940
13916	CHMP4B	128866
13917	KLC2	64837
13918	EDEM3	80267
13919	SNX27	81609
13920	CYB5D1	124637
13921	DUSP23	54935
13922	ZNF691	51058
13923	CLDND1	56650
13924	CYB561D1	284613
13925	RBM15B	29890
13926	UBE2W	55284
13927	HIST1H1T	3010
13928	SLC37A4	2542
13929	ZNF43	7594
13930	ACER2	340485
13931	RABL2A	11159
13932	HIGD1A	25994
13933	DEAF1	10522
13934	IL17RC	84818
13935	ANG	283
13936	SIRT4	23409
13937	TDRD7	23424
13938	ATP6V0D2	245972
13939	GMCL1	64395
13940	OR6S1	341799
13941	APOL2	23780
13942	ASNSD1	54529
13943	ERAP1	51752
13944	ZBP1	81030
13945	BTBD19	149478
13946	HTATIP2	10553
13947	PTS	5805
13948	ARHGAP33	115703
13949	NDRG2	57447
13950	C9orf169	375791
13951	MYL7	58498
13952	RDH5	5959
13953	COL6A2	1292
13954	ST6GALNAC6	30815
13955	GNMT	27232
13956	TEAD2	8463
13957	CBS	875
13958	PNCK	139728
13959	TMEM63B	55362
13960	EOGT	285203
13961	TMIE	259236
13962	FKRP	79147
13963	NT5C3B	115024
13964	FAM69B	138311
13965	KANK2	25959
13966	NINL	22981
13967	SLC25A5	292
13968	PLEKHG2	64857
13969	SGTB	54557
13970	HCAR1	27198
13971	LMAN2L	81562
13972	AQP1	358
13973	TBC1D2B	23102
13974	TTLL10	254173
13975	CDC42EP2	10435
13976	NUDT16L1	84309
13977	TMC4	147798
13978	UNKL	64718
13979	CTRB1	1504
13980	SLC24A1	9187
13981	GFAP	2670
13982	KLF1	10661
13983	ELAC2	60528
13984	NUP37	79023
13985	PNPLA7	375775
13986	HEBP1	50865
13987	STRADB	55437
13988	ALG2	85365
13989	SEC61B	10952
13990	GLA	2717
13991	HNRNPH2	3188
13992	ANKZF1	55139
13993	ATG9A	79065
13994	DNAJC30	84277
13995	WBSCR22	114049
13996	BTN1A1	696
13997	RS1	6247
13998	ACTL8	81569
13999	C1QTNF8	390664
14000	GAB4	128954
14001	CA5BP1	340591
14002	COL20A1	57642
14003	ZNF333	84449
14004	GNLY	10578
14005	ZNF131	7690
14006	SPATA8	145946
14007	ZNF559	84527
14008	PTK6	5753
14009	SH2D6	284948
14010	EPS8L1	54869
14011	TRIM32	22954
14012	RAB17	64284
14013	RAB25	57111
14014	CAMK1	8536
14015	CDRT4	284040
14016	C14ORF28	122525
14017	IFI44	10561
14018	TMEM75	641384
14019	TP53TG3	24150
14020	XCL2	6846
14021	ZNF552	79818
14022	ADA	100
14023	TPPP3	51673
14024	ISPD	729920
14025	EVC	2121
14026	YKT6	10652
14027	PRODH	5625
14028	SERAC1	84947
14029	CASP4	837
14030	CST7	8530
14031	MMP21	118856
14032	EPX	8288
14033	GABRG2	2566
14034	CNTN6	27255
14035	PLCD4	84812
14036	SCRG1	11341
14037	GALNT5	11227
14038	TNFRSF17	608
14039	CPPED1	55313
14040	WDR72	256764
14041	AGPAT6	137964
14042	MRPL22	29093
14043	C6ORF141	135398
14044	RAB9A	9367
14045	FXR1	8087
14046	ANKRD60	140731
14047	SYCP3	50511
14048	FANCD2OS	115795
14049	C3orf62	375341
14050	LOC101929327	101929327
14051	C1orf85	112770
14052	NDUFA1	4694
14053	C19orf68	374920
14054	STRM	337940
14055	HAUS1	115106
14056	KAT2A	2648
14057	MT3	4504
14058	CALCB	797
14059	VHL	7428
14060	HAVCR1	26762
14061	HIST1H4G	8369
14062	OR51I2	390064
14063	HIST2H3C	126961
14064	ISX	91464
14065	CD27	939
14066	CLEC3A	10143
14067	ETV2	2116
14068	RAB28	9364
14069	FAM120C	54954
14070	KLK11	11012
14071	KRTCAP3	200634
14072	AMY1A	276
14073	PMCHL1	5369
14074	ARVP6125	442092
14075	C10ORF85	404216
14076	CDRT15	146822
14077	DEFB131	644414
14078	FAM74A1	401507
14079	IGLC7	28834
14080	ISY1-RAB43	100534599
14081	LOC388692	388692
14082	PRAMEF16	654348
14083	PRAMEF9	343070
14084	RPL7P3	140857
14085	TGIF2LY	90655
